u,v,w
39,36,8
1,36,5
39,28,4
4,6,9
3,17,3
21,5,3
56,15,9
20,35,1
6,2,2
50,57,9
33,8,5
14,35,7
25,53,3
25,11,6
3,42,5
21,59,1
52,58,2
58,55,9
42,10,9
38,24,2
39,9,8
53,31,7
53,54,9
8,55,6
58,5,8
6,58,9
0,58,7
18,41,9
50,19,9
53,4,8
26,11,9
30,36,7
30,47,7
59,6,6
21,10,1
54,13,10
12,33,8
49,35,3
16,58,6
44,42,7
51,57,8
24,28,6
45,19,1
14,8,3
25,49,1
6,9,9
38,42,10
20,12,4
28,4,8
48,45,10
55,2,4
35,25,5
34,49,1
57,10,10
29,22,3
22,40,5
57,55,9
22,51,5
13,37,1
35,24,9
11,27,10
25,30,5
8,43,9
31,11,3
55,6,1
23,22,8
17,23,7
3,31,9
35,36,10
7,44,5
57,51,2
9,3,6
52,43,8
53,31,2
40,13,7
52,16,9
33,12,6
56,44,3
45,18,4
50,11,9
17,49,1
49,51,6
15,49,8
34,22,6
2,59,4
13,41,3
47,12,3
53,35,8
19,32,9
22,39,8
9,10,5
44,11,5
16,31,2
8,6,10
4,9,5
28,22,2
31,30,3
56,6,3
1,49,5
47,24,4
25,41,10
30,39,3
35,2,7
46,29,5
38,51,10
34,7,8
37,5,2
43,41,8
43,56,6
40,29,1
59,36,1
3,23,9
30,24,5
47,31,3
17,3,2
57,20,9
12,21,6
39,1,3
9,40,5
9,6,3
39,23,9
33,45,7
21,12,10
47,54,4
45,48,9
25,59,8
52,39,5
7,29,2
29,40,5
35,54,4
32,25,4
32,14,4
44,8,4
49,12,9
54,28,7
29,10,10
33,46,8
56,37,4
11,49,1
56,3,2
15,38,2
23,29,1
53,7,8
18,40,3
29,33,2
59,2,7
1,30,5
39,47,2
45,2,5
38,32,1
10,17,2
7,47,1
21,13,10
39,5,5
24,39,10
16,12,1
19,5,4
52,4,7
14,4,4
9,13,10
33,8,8
9,5,6
40,29,5
26,48,7
36,57,10
30,43,4
17,56,3
5,36,7
32,44,4
37,17,7
29,51,1
54,16,1
7,36,9
46,43,10
49,8,7
36,46,9
14,38,2
50,30,3
14,49,2
58,8,7
37,42,9
53,45,3
8,13,3
23,59,1
11,45,8
21,31,9
51,48,6
28,33,2
3,12,3
34,25,1
34,14,1
45,32,5
32,14,8
15,7,10
36,50,6
1,18,8
29,2,1
52,20,5
10,36,2
18,16,4
7,54,8
39,24,5
36,8,9
28,34,3
2,8,6
19,49,6
45,41,10
26,37,6
0,11,1
32,3,7
59,47,1
16,11,10
47,38,5
44,34,2
55,8,5
49,19,3
47,19,10
26,59,2
20,49,1
8,57,5
38,15,10
25,44,10
45,6,6
7,25,4
26,21,3
52,16,3
12,10,5
18,12,2
47,23,7
7,6,9
42,35,9
58,49,3
48,52,2
2,46,10
53,26,3
41,12,10
35,54,3
30,46,9
48,2,10
42,36,10
59,43,8
27,21,7
55,12,7
3,18,5
7,20,1
5,43,10
5,20,8
47,26,8
5,1,4
6,31,4
20,53,3
49,18,6
17,52,5
11,29,9
20,14,2
11,10,5
52,23,1
23,35,7
48,26,3
51,11,2
9,16,5
38,34,9
41,8,8
36,15,3
26,29,2
51,33,8
20,38,5
8,57,9
33,14,5
24,43,6
42,20,6
0,40,4
47,41,1
30,57,5
18,35,8
7,58,5
47,41,10
12,43,6
18,4,2
31,34,8
51,37,5
14,30,6
43,59,10
56,24,1
48,10,9
18,13,7
35,20,5
56,24,10
37,20,7
12,36,3
5,35,1
55,4,7
46,20,7
2,27,9
22,19,6
24,42,10
39,41,2
21,26,5
44,14,5
18,39,1
55,16,8
55,5,8
0,59,4
50,17,10
37,30,2
53,33,5
44,51,8
3,41,6
38,7,5
45,58,6
48,9,3
51,36,8
32,21,5
18,54,7
32,29,9
23,28,8
59,58,5
0,18,8
57,19,2
1,6,1
46,24,9
46,43,4
24,46,3
27,9,5
57,0,7
50,41,3
53,37,2
13,54,6
2,15,3
24,49,8
7,19,8
50,44,8
26,2,6
57,31,3
1,18,2
3,18,4
54,8,5
59,12,10
17,9,6
37,34,4
27,23,6
27,35,8
24,42,5
22,30,10
33,40,2
11,40,8
31,32,5
20,3,10
23,32,10
32,51,5
23,24,6
15,13,10
29,24,9
7,57,3
31,41,1
54,45,8
31,52,10
30,37,8
49,10,6
45,47,1
33,2,2
43,39,4
6,7,5
59,50,5
42,35,3
29,39,3
39,23,2
58,49,6
58,38,6
34,24,4
41,0,2
59,8,8
12,35,10
41,56,1
29,31,8
24,49,3
22,26,8
4,23,4
30,29,9
19,45,7
2,30,5
11,59,8
48,58,3
11,28,2
15,51,5
10,24,7
59,53,6
10,39,5
29,43,9
15,32,10
25,42,6
5,53,8
9,1,2
24,8,7
44,25,4
9,23,8
1,48,6
5,26,9
31,32,9
20,36,2
55,49,4
37,57,9
10,50,1
35,54,8
10,50,10
44,48,2
32,1,8
49,52,7
9,46,9
5,15,8
9,27,5
39,22,5
3,41,5
2,37,3
48,21,4
9,19,10
45,28,1
19,21,8
54,46,4
55,53,10
46,1,6
42,12,5
42,4,1
9,58,10
40,45,9
5,0,1
29,19,10
39,3,6
50,43,2
16,10,2
58,10,6
40,46,1
6,29,5
39,6,2
20,55,2
34,55,4
48,16,1
48,27,1
34,13,7
35,34,1
57,45,4
3,17,7
34,5,3
3,6,7
38,41,1
0,32,8
46,8,5
29,53,8
33,40,1
38,56,8
2,52,5
49,40,10
8,53,10
1,48,10
54,25,2
0,16,9
12,11,7
13,18,5
45,35,8
10,50,5
25,16,3
18,11,3
5,46,9
11,35,5
5,49,5
27,49,8
46,56,8
5,7,8
5,30,10
46,37,4
13,8,6
36,40,3
35,45,1
21,33,7
50,51,5
57,23,2
3,55,2
15,47,7
36,9,6
15,39,3
40,53,8
47,33,4
3,25,10
24,57,6
34,1,1
21,2,10
5,8,9
29,42,7
46,30,1
37,22,6
23,11,7
44,54,3
36,32,7
13,34,9
13,3,3
20,55,6
42,27,3
45,23,2
18,30,3
53,1,6
6,2,10
57,14,2
38,41,5
42,30,8
13,46,1
49,59,9
40,19,6
4,30,2
15,4,5
41,59,10
24,44,8
49,9,8
6,25,2
56,38,9
3,10,8
2,53,1
23,49,2
27,49,3
34,20,1
57,30,10
57,18,8
22,56,7
40,22,7
26,11,8
29,38,5
25,15,2
12,0,10
39,44,10
1,55,4
4,59,10
32,12,3
12,1,2
43,19,7
1,5,3
59,0,7
0,43,8
23,30,6
29,31,2
10,15,2
46,7,3
27,56,2
36,32,2
2,6,1
51,17,7
51,39,7
13,45,4
8,52,8
33,6,8
44,1,1
8,21,2
36,43,8
7,14,4
43,0,2
48,16,9
11,8,5
59,37,1
52,33,3
26,15,10
57,37,8
18,29,2
33,42,10
17,12,6
44,24,2
49,40,9
21,59,4
41,40,1
18,10,7
14,24,9
38,47,7
42,8,2
14,16,5
20,28,1
52,22,2
55,18,1
1,2,6
25,57,3
6,47,3
25,23,10
18,41,3
30,36,1
5,7,7
35,32,2
22,14,5
19,21,2
0,8,9
41,10,5
15,49,7
56,45,3
2,28,6
28,20,10
59,52,3
55,44,4
16,31,10
9,49,4
50,4,5
57,53,8
20,23,7
20,12,7
21,44,2
37,14,10
9,22,5
19,36,5
19,13,3
13,37,4
11,58,10
56,26,7
56,15,7
11,50,6
11,42,2
17,39,9
16,35,7
34,54,8
52,10,5
49,40,4
29,26,3
44,24,6
30,58,6
9,3,9
39,17,10
7,48,6
45,49,4
50,42,9
29,49,4
55,40,2
8,28,5
26,11,7
44,58,4
0,19,4
40,14,2
39,10,7
57,21,9
54,36,10
53,35,2
44,39,9
39,44,9
31,35,8
13,33,2
7,52,3
24,6,7
50,20,8
53,8,3
47,55,4
15,27,10
10,37,1
18,17,9
35,47,9
39,47,10
19,28,5
48,49,5
6,24,1
56,18,7
11,42,6
35,59,1
13,17,8
25,11,8
50,7,10
35,17,4
17,4,10
36,58,4
5,59,8
33,43,1
30,58,10
44,38,3
44,46,7
49,31,8
19,40,6
9,40,8
45,7,2
30,47,9
54,47,5
29,52,1
45,46,2
49,35,5
32,14,7
16,50,4
2,9,1
20,31,1
50,34,5
42,7,5
55,2,6
7,33,2
57,2,8
57,25,10
23,44,2
59,2,10
39,58,5
24,40,9
3,19,10
49,46,10
7,22,2
29,25,10
49,27,6
56,15,6
9,55,10
33,42,4
8,1,5
18,10,1
23,37,8
40,44,6
51,31,2
12,18,8
22,43,8
39,32,7
36,39,4
9,6,1
22,35,4
38,28,6
54,24,8
36,5,2
11,53,6
14,27,5
45,49,3
48,0,9
55,29,10
27,48,5
52,28,3
57,21,8
58,28,6
24,36,7
9,21,7
36,50,9
44,23,9
11,53,3
36,23,1
42,59,1
33,7,5
8,31,5
20,34,7
15,11,10
35,24,6
0,26,2
39,28,5
16,20,3
53,50,4
14,53,7
4,54,5
9,47,10
25,30,2
2,20,10
56,29,3
31,11,9
4,1,8
52,24,1
33,56,10
3,0,9
9,48,2
43,6,7
38,24,3
34,44,4
30,16,3
7,17,3
12,21,8
17,3,4
9,28,5
47,23,10
41,54,1
8,13,1
2,16,3
4,35,9
51,56,8
25,56,5
50,52,7
18,55,3
36,30,8
57,32,3
3,1,10
11,26,2
40,47,2
25,40,6
18,47,8
36,50,4
5,13,3
30,8,4
41,1,3
7,43,6
28,53,5
46,28,10
27,13,6
11,7,6
3,38,4
18,17,3
35,24,1
55,35,2
1,7,5
3,19,9
48,6,10
23,44,10
31,27,3
46,21,7
52,46,6
53,19,2
58,35,9
44,45,9
13,36,6
2,12,1
6,46,4
8,32,10
0,46,2
9,47,5
56,51,7
26,59,9
1,11,2
20,49,8
55,39,8
0,7,1
17,3,8
24,5,1
39,42,10
5,9,10
26,41,6
11,45,10
18,55,7
12,33,4
29,40,2
43,40,9
50,25,3
40,58,6
20,22,5
21,43,3
29,10,7
12,47,6
15,32,5
36,8,2
37,1,6
26,22,1
44,33,3
16,8,10
33,49,10
51,41,5
8,31,4
4,19,10
42,48,9
42,28,3
52,54,5
16,3,8
9,55,4
12,6,1
13,55,5
7,24,5
54,23,10
2,20,9
56,29,2
44,18,5
24,23,8
51,3,5
8,16,6
12,29,2
0,15,9
43,6,6
59,17,7
3,56,7
42,54,6
46,55,9
55,53,5
36,46,6
7,9,7
41,12,3
58,30,1
53,37,5
20,0,3
10,55,3
50,2,5
12,55,5
30,27,7
43,1,3
35,12,8
38,42,1
10,28,4
41,57,1
